Identificador;Categoria {pt-br};Categoria {en-us};SubCategoria {pt-br};SubCategoria {en-us};Agrupador {pt-br};Grouper {en-us};Objeto {pt-br};Object {en-us};Serviço {pt-br};Service {en-us};Complemento {pt-br};Complement {en-us};Descrição {pt-br};Descrição {en-us};Esforço;Atendimento Corporativo;SLA;Grupo solucionador;Comnetários {pt-br};Comentários - {en-us};Quem Solicita - Ninguém;Quem Solicita - Todos;Quem solicita - TI;Quem solicita - Servicedesk;Quem solicita - Governança;Quem solicita - Key user;Quem solicita - DHO;Quem solicita - VSC;Quem solicita - GQ;Aprovação - Líder;Aprovação - Coord Grupo Soluc.;Aprovação - Diretor;Aprovação - Gerente;Aprovação - Gerente TI;Aprovação - Dono;Aprovação - Adicional;TipoServiço;Automatizado;Automatizado - Preparação;Automatizado - complemento
ITSM-CS-0001610;DTI - Infraestrutura;ITD - Infrastructure;Operações Sistêmicas;System Operations;Sistemas;System;Portal de Autosserviço de Senhas;Password Self-Service Portal;Lentidão;System Slow;N/A;N/A;Descreva as condições nas quais está fazendo o acesso - local, tipo de rede, aparelho ou dispositivo que está usando, etc.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;1;1;72;INFRA-SRV;Descreva as condições nas quais está fazendo o acesso - local, tipo de rede, aparelho ou dispositivo que está usando, etc.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;0,00;1;;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001611;DTI - Infraestrutura;ITD - Infrastructure;Operações Sistêmicas;System Operations;Sistemas;System;Portal de Autosserviço de Senhas;Password Self-Service Portal;Melhorias;Improvements;N/A;N/A;Descreva a melhoria desejada.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;1;1;999;BASIS;Descreva a melhoria desejada.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;0,00;1;;;;;;;;;;;;1;;;Solicitação1;;;
ITSM-CS-0001612;DTI - Infraestrutura;ITD - Infrastructure;Operações Sistêmicas;System Operations;Sistemas;System;Portal de Autosserviço de Senhas;Password Self-Service Portal;Falha/Erro;Failure/Error;N/A;N/A;Descreva qual é o erro encontrado - se possível informar o código, mensagem e anexar prints de tela.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;1;1;16;BASIS;Descreva qual é o erro encontrado - se possível informar o código, mensagem e anexar prints de tela.;Describe the conditions under which you are accessing - location, type of network, device or device you are using, etc.;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001613;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;XRT;XRT;Acessos;Acess;Concessão de Acesso;Access Grant;Concessão de Acesso;Access Grant;1;1;24;INFRA-SRV;Concessão de Acesso;Access Grant;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001614;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;XRT;XRT;Acessos;Acess;Desbloqueio/Alteração de Senha;Unlocking/Changing Password;Desbloqueio/Alteração de Senha;Unlocking/Changing Password;1;1;24;INFRA-SRV;Desbloqueio/Alteração de Senha;Unlocking/Changing Password;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001615;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;XRT;XRT;Acessos;Acess;Exclusão de Acesso;Access Deletion;Exclusão de Acesso;Access Deletion;1;1;24;INFRA-SRV;Exclusão de Acesso;Access Deletion;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001616;DTI - Infraestrutura;ITD - Infrastructure;Servidores;Servers;Infraestrutura;Infraestructure;XRT;XRT;Acessos;Acess;Modificação de Acesso;Access Modification;Modificação de Acesso;Access Modification;1;1;24;INFRA-SRV;Modificação de Acesso;Access Modification;0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001617;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ11 - Wifi Corporativo;WFUQ11 - Corporative Wifi;Suporte Técnico;Support;Solicitação de suporte técnico para a rede wifi WFUQ11;Request technical support for WFUQ11 wireless network;40;1;72;INFRA-TEL;Descrever a situação que requer suporte, qual equipamento está conectando à rede e qual erro está retornando, caso tenha.;Describe the scenario that requires support, what device is being used and an error screen shot, if it is an error;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001618;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ11 - Wifi Corporativo;WFUQ11 - Corporative Wifi;Adicionar exceção para dispositivo.;Add device exception;Solicitação para adição de exceção de dispositivo autorizado à rede wifi WFUQ11;Request to add an exception to enable a device to connect to WFUQ11 wireless network;40;1;72;INFRA-SEG;Descrever qual a necessidade e justificativa para a exceção, informar modelo, número de série e MAC Address do dispositivo e o usuário de rede.;Describe the reason why you need an exception to connect this device, inform model, serial number and MAC address of the device and the user login;0,00;1;;;;;;;;;1;;1;;;;Solicitação1;;;
ITSM-CS-0001619;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ11 - Wifi Corporativo;WFUQ11 - Corporative Wifi;Remover exceção para dispositivo.;Remove device exception;Solicitação para remoção de exceção de dispositivo autorizado à rede wifi WFUQ11;Request to remove an exception to enable a device to connect to WFUQ11 wireless network;40;1;72;INFRA-SEG;Descrever qual a necessidade e justificativa para a exceção, informar modelo, número de série e MAC Address do dispositivo e o usuário de rede.;Describe the reason why you need an exception to connect this device, inform model, serial number and MAC address of the device and the user login;0,00;1;;;;;;;;;1;;1;;;;Solicitação1;;;
ITSM-CS-0001620;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ80 - Wifi Visitantes Colaboradores UQFN;WFUQ80 - UQFN Employees Guest Wifi;Solicitar acesso;Request Access;Solicitação de acesso à WFUQ80 - Wifi Visitantes para Colaboradores UQFN;Request to enable access to WFUQ80 - UQFN Employees Guest Wifi;40;1;40;CENTSERV;Descrever qual a necessidade e justificativa para o acesso e informar o usuário de rede.;Describe the reason why you need the access and inform the user login;0,00;1;;;;;;;;1;;;1;;;;Solicitação1;;;
ITSM-CS-0001621;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ80 - Wifi Visitantes Colaboradores UQFN;WFUQ80 - UQFN Employees Guest Wifi;Revogar acesso;Revoke Access;Solicitação de revogação de acesso à WFUQ80 - Wifi Visitantes para Colaboradores UQFN;Request to revoke access to WFUQ80 - UQFN Employees Guest Wifi;40;1;40;CENTSERV;Descrever qual a necessidade e justificativa para a revogação de acesso e informar o usuário de rede.;Describe the reason why you need to revoke the access and inform the user login;0,00;1;;;;;;;;1;;;1;;;;Solicitação1;;;
ITSM-CS-0001622;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ80 - Wifi Visitantes Colaboradores UQFN;WFUQ80 - UQFN Employees Guest Wifi;Suporte técnico;Support;Solicitação de suporte técnico para a rede wifi WFUQ80;Request technical support for WFUQ80 wireless network;40;1;72;INFRA-TEL;Descrever a situação que requer suporte, qual equipamento e usuário está conectando à rede e qual erro está retornando, caso tenha.;Describe the scenario that requires support, what device and user account is being used and an error screen shot, if it is an error;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001623;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ99 - Wifi Visitantes Externos;WFUQ99 - External Guest Wifi;Solicitar acesso;Request Access;Solicitação de acesso à WFUQ99 - Wifi Visitantes Externos;Request to enable access to WFUQ99 - External Guest Wifi;40;1;40;CENTSERV;"""Descrever qual a necessidade e justificativa para o acesso e fornecer os seguintes dados do usuário:
Nome Completo, Empresa, e-mail, número celular, RG/CPF e o tempo de uso""";"""Describe the reason why you need the access and the following information:
Full User name, Company, e-mail address, mobile phone number, ID and usage time.""";0,00;1;;;;;;;;1;;;;;;;Solicitação1;;;
ITSM-CS-0001624;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ99 - Wifi Visitantes Externos;WFUQ99 - External Guest Wifi;Suporte técnico;Support;Solicitação de suporte técnico para a rede wifi WFUQ99;Request technical support for WFUQ99 wireless network;40;1;72;INFRA-TEL;Descrever a situação que requer suporte, qual equipamento e usuário está conectando à rede e qual erro está retornando, caso tenha.;Describe the scenario that requires support, what device and user account is being used and an error screen shot, if it is an error;0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001625;DTI - Infraestrutura;ITD - Infrastructure;Telecomunicações;Telecomunications;Infraestrutura;Infraestructure;Wi-Fi;Wi-Fi;WFUQ99 - Wifi Visitantes Externos;WFUQ99 - External Guest Wifi;Solicitar acesso PROVISÓRIO - 4 horas;Request TEMPORARY Access - 4 hours;Solicitação de acesso à WFUQ99 - Wifi Visitantes Externos de forma provisória por no máximo 4 horas;Request to enable access to WFUQ99 - External Guest Wifi, temporary for a maximum of 4 hours maximum;40;1;40;CENTSERV;"""Descrever qual a necessidade e justificativa para o acesso e fornecer os seguintes dados do usuário:
Nome Completo, Empresa, e-mail, número celular, RG/CPF e o tempo de uso""";"""Describe the reason why you need the access and the following information:
Full User name, Company, e-mail address, mobile phone number, ID and usage time.""";0,00;1;;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001662;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Gerenciamento de Acesso;Access Management;Inclusão de acesso;New access;"Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.";1;1;40;SD-SUPERVISAO;"Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001663;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Indisponibilidade;Unavailability;N/A;N/A;"Pra esse incidente deve-se informar:

Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this incident, you must inform:

Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.";1;1;16;SD-SUPERVISAO;"Pra esse incidente deve-se informar:

Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.";"For this incident, you must inform:

Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.";0,00;;1;;;;;;;;;;;;;;Incidente;;;
ITSM-CS-0001664;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Gerenciamento de Acesso;Access Management;Alteração de acesso;Access change;"""Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";1;1;40;SD-SUPERVISAO;"""Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001665;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Gerenciamento de Acesso;Access Management;Exclusão de acesso;Access exclusion;"""Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";1;1;40;SD-SUPERVISAO;"""Pra essa solicitação deve-se informar:

Usuário:
Tipo de perfil:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Profile type:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001666;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Gerenciamento de Acesso;Access Management;Definição de perfis;Profiling;"""Pra essa solicitação deve-se informar:

Usuário:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";1;1;40;SD-SUPERVISAO;"""Pra essa solicitação deve-se informar:

Usuário:
Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this request, you must inform:

User:
Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";0,00;;1;;;;;;;;;;;;;;Solicitação1;;;
ITSM-CS-0001667;DTI - Infraestrutura;ITD - Infrastructure;SERVICE DESK;SERVICE DESK;Infraestrutura;Infraestructure;4Map;4Map;Erro;Error;N/A;N/A;"""Pra esse incidente deve-se informar:

Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this incident, you must inform:

Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";1;1;16;SD-SUPERVISAO;"""Pra esse incidente deve-se informar:

Justificativa detalhada:

* Em caso de informações faltantes ou divergentes o chamado poderá ser cancelado.""";"""For this incident, you must inform:

Detailed justification:

* In case of missing or conflicting information, the call may be cancelled.""";0,00;;1;;;;;;;;;;;;;;Evento;;;
